node,type
M/TIO 4,comic
M/TIO 50,comic
M/TIO 51,comic
M/TIO 52,comic
MTIO 52,comic
M/TIO 53,comic
M/TIO 54,comic
M/TIO 55,comic
M/TIO 56,comic
M/TIO 57,comic
M/TIO 58,comic
M/TIO 59,comic
M/TIO 5,comic
M/TIO 60,comic
M/TIO 61,comic
M/TIO 62,comic
M/TIO 63,comic
M/TIO 64,comic
M/TIO 65,comic
M/TIO 66,comic
M/TIO 67,comic
M/TIO 68,comic
M/TIO 69,comic
M/TIO 6,comic
M/TIO 70,comic
M/TIO 71,comic
M/TIO 72,comic
M/TIO 73,comic
M/TIO 74,comic
M/TIO 75,comic
M/TIO 76,comic
M/TIO 77,comic
M/TIO 78,comic
M/TIO 79,comic
M/TIO 7,comic
M/TIO 80,comic
M/TIO 81,comic
M/TIO 82,comic
M/TIO 83,comic
M/TIO 84,comic
M/TIO 85,comic
M/TIO 86/2,comic
M/TIO 86,comic
M/TIO 87,comic
M/TIO 88,comic
M/TIO 89,comic
M/TIO 8,comic
M/TIO 90,comic
M/TIO 91,comic
M/TIO 92,comic
M/TIO 93,comic
M/TIO 94,comic
M/TIO 95,comic
M/TIO 96,comic
M/TIO 97,comic
M/TIO 98,comic
M/TIO 99,comic
M/TIO 9,comic
M/TU 100/2,comic
M/TU 100,comic
M/TU 101/2,comic
M/TU 101,comic
M/TU 102,comic
M/TU 103,comic
M/TU 104,comic
M/TU 105/2,comic
M/TU 105,comic
M/TU 106,comic
M/TU 107,comic
M/TU 108,comic
M/TU 109,comic
M/TU 10,comic
M/TU 110,comic
M/TU 111,comic
M/TU 112,comic
M/TU 113,comic
M/TU 114,comic
M/TU 115,comic
M/TU 116,comic
M/TU 117,comic
M/TU 118,comic
M/TU 119,comic
M/TU 11,comic
M/TU 120,comic
M/TU 121,comic
M/TU 122,comic
M/TU 123,comic
M/TU 124,comic
M/TU 125/2,comic
M/TU 125,comic
M/TU 126/2,comic
M/TU 126,comic
M/TU 127,comic
M/TU 128,comic
M/TU 129,comic
M/TU 12,comic
M/TU 130,comic
M/TU 131,comic
M/TU 132,comic
M/TU 133,comic
M/TU 134,comic
M/TU 135,comic
M/TU 136,comic
M/TU 137,comic
M/TU 138,comic
M/TU 139,comic
M/TU 13,comic
M/TU 140,comic
M/TU 141,comic
M/TU 142,comic
M/TU 143,comic
M/TU 144,comic
M/TU 145,comic
M/TU 146,comic
M/TU 147,comic
M/TU 148,comic
M/TU 149,comic
M/TU 14,comic
M/TU 150,comic
M/TU 15,comic
M/TU 16,comic
M/TU 17,comic
M/TU 18,comic
M/TU 19,comic
M/TU 1,comic
M/TU 20,comic
M/TU2 10,comic
M/TU2 11,comic
M/TU 21,comic
M/TU2 1,comic
MTU2 1,comic
M/TU 22,comic
M/TU2 2,comic
M/TU 23,comic
M/TU2 3,comic
M/TU 24,comic
M/TU2 4,comic
M/TU 25,comic
M/TU2 5,comic
M/TU 26,comic
M/TU2 6,comic
M/TU 27,comic
M/TU2 7,comic
M/TU 28,comic
M/TU2 8,comic
M/TU 29,comic
M/TU2 9,comic
M/TU 2,comic
M/TU 30,comic
M/TU 31,comic
M/TU 32,comic
M/TU 33,comic
M/TU 34,comic
M/TU 35,comic
M/TU 36,comic
M/TU 37,comic
M/TU 38,comic
M/TU 39,comic
M/TU 3,comic
M/TU 40,comic
M/TU 41,comic
M/TU 42,comic
M/TU 43,comic
M/TU 44,comic
M/TU 45,comic
M/TU 46,comic
M/TU 47,comic
M/TU 48,comic
M/TU 49,comic
M/TU 4,comic
M/TU 50,comic
M/TU 51,comic
M/TU 52,comic
M/TU 53,comic
M/TU 54,comic
M/TU 55,comic
M/TU 56,comic
M/TU 57,comic
M/TU 58,comic
M/TU 59,comic
M/TU 5,comic
M/TU 60,comic
M/TU 61,comic
M/TU 62,comic
M/TU 63,comic
M/TU 64,comic
M/TU 65,comic
M/TU 66,comic
M/TU 67,comic
M/TU 68,comic
M/TU 69,comic
M/TU 6,comic
M/TU 70,comic
M/TU 71,comic
M/TU 7/2,comic
M/TU 72,comic
M/TU 73,comic
M/TU 74,comic
M/TU 75,comic
M/TU 76,comic
M/TU 77,comic
M/TU 78,comic
M/TU 79,comic
M/TU 7,comic
M/TU 80,comic
M/TU 81,comic
M/TU 82,comic
M/TU 83,comic
M/TU 84,comic
M/TU 85,comic
M/TU 86,comic
M/TU 87,comic
M/TU 88,comic
M/TU 89,comic
M/TU 8,comic
M/TU 90,comic
M/TU 91,comic
M/TU 92,comic
M/TU 93,comic
M/TU 94,comic
M/TU 95,comic
M/TU 96,comic
M/TU 97,comic
M/TU 98,comic
M/TU 99,comic
M/TU 9,comic
MU 10/3,comic
MU 10,comic
MU 11,comic
M/U 1,comic
M/U 2,comic
M/U 3,comic
M/U 4,comic
MU 5/5,comic
M/U 5,comic
MU 5,comic
M/U 6,comic
MU 6,comic
M/U 7,comic
MU 7,comic
MU 8,comic
MU 9/3,comic
MU 9,comic
"MUELLER, AMANDA",hero
"MUGGINS, MAMIE",hero
"MULDOON, SGT. BRIAN",hero
"MULDOON, TEXAS JACK",hero
"MULLANY, MIKE",hero
MULTIPLE MAN DOPPELG,hero
MULTIPLE MAN/JAMES A,hero
"MUMM, MAX",hero
"MUNDY, SHANE",hero
MUNIN,hero
MUNIPOOR,hero
"MUNOZ, CARLOS",hero
"MUNROE, DAVID",hero
"MUNROE, N'DARE",hero
"MUNSON, CLAUDIA",hero
MUNSON,hero
MURDER,hero
"MURDOCK, BATTLING JA",hero
"MURDOCK, MATT | TIME",hero
"MURDOCK, SISTER MAGG",hero
MURMUR/,hero
MURMUR II/ARLETTE TR,hero
"MURPHY, JOBOA",hero
"MURPHY, MELISSA",hero
"MURPHY, SEAN",hero
"MURRAY, WILLIAM T. B",hero
MUSE/SHANNON FITZPAT,hero
MUSTANG/,hero
MUTANT MASTER,hero
MUTAURUS,hero
"MUTO, JUNZO",hero
M/VS 1/2,comic
M/VS 1/3,comic
M/VS 1/4,comic
M/VS 1/5,comic
M/VS 1,comic
MWM/ 10,comic
MWM/ 11,comic
MWM/ 12,comic
MWM/ 13,comic
MWM/ 14,comic
MWM/ 15,comic
MWM/ 16,comic
MWM/ 7,comic
MWM/ 8,comic
MWM/ 9,comic
MX '00,comic
MX '01,comic
MX 10,comic
MX 11,comic
MX 12,comic
MX 13,comic
MX 14,comic
MX 15,comic
MX 16,comic
MX 17,comic
MX 18,comic
MX 19,comic
MX 1,comic
MX 20,comic
MX 21,comic
MX 22,comic
MX 23,comic
MX 24,comic
MX 25,comic
MX 26,comic
MX 27,comic
MX 28,comic
MX 29,comic
MX 2,comic
MX 30,comic
MX 31,comic
MX 32,comic
MX 3,comic
MX 4,comic
MX 5,comic
MX 6,comic
MX 7,comic
MX 8,comic
MX '99,comic
MX 9,comic
MYCROFT,hero
"MYLZOB'RYN, CHIEF",hero
MYSTERIA/,hero
MYSTERIO II/DANIEL B,hero
MYSTERIO/QUENTIN BEC,hero
MYSTERIUM/DR. JOSEPH,hero
MYSTERY TALES 21,comic
MYSTIC COMICS 10,comic
MYSTIC COMICS 1,comic
MYSTIC COMICS 4,comic
MYSTIC COMICS 5,comic
MYSTIC COMICS 6,comic
MYSTIC COMICS 7,comic
MYSTIC COMICS 8,comic
MYSTIC COMICS 9,comic
MYSTIQUE | MUTANT X-,hero
MYSTIQUE/RAVEN DARKH,hero
N 10,comic
N 11,comic
N 12,comic
N 1/3,comic
N 13,comic
N 14,comic
N 15,comic
N 16,comic
N 17,comic
N 18,comic
N 19,comic
N 1,comic
N 20,comic
N 21,comic
N 2/2,comic
N 22,comic
N 2/3,comic
N 23,comic
N 2/4,comic
N 24,comic
N 25,comic
N 26,comic
N2 6,comic
N 27,comic
N2 7,comic
N 28,comic
N 29,comic
N 2,comic
N 30,comic
N 31,comic
N 32,comic
N 33,comic
N 37,comic
N 3,comic
N 4/2,comic
N 42,comic
N 4,comic
N 51,comic
N 52,comic
N 53,comic
N 54,comic
N 55,comic
N 56,comic
N 57,comic
N 58,comic
N 59,comic
N 5,comic
N 60,comic
N 61,comic
N 62,comic
N 6,comic
N 7,comic
N 8,comic
N 9,comic
"NACHT, HERR",hero
NAGA,hero
NAGALA,hero
"NAGAN, DR. ARTHUR",hero
NAHREES [INHUMAN],hero
NAILS/,hero
NAILS II/JOANIE EATO,hero
"NAIP, SYNTHIA",hero
NAKKA,hero
NAKOTA,hero
"NALES, DET. REBECCA",hero
NAM 52,comic
NAM 53,comic
NAMELESS ONE,hero
NAMELESS ONE II,hero
NAMOR 4/2,comic
NAMOR 52,comic
NAMOR 53,comic
NAMOR 54,comic
NAMOR 56,comic
NAMORA/AQUARIA NAUTI,hero
NAMORITA DOPPELGANGE,hero
NAMORITA | MUTANT X-,hero
NAMORITA/NITA PRENTI,hero
NANABOZHO,hero
NANNY,hero
NANNY II,hero
"NAPIER, RAMONA DR.",hero
NARDI,hero
"NASH, JOHN JOHNNY TH",hero
"NASH, SABRINA",hero
N'ASTIRH,hero
NAUDA,hero
NAUTILUS,hero
NAVARRO,hero
NAZE,hero
NC 1,comic
NC 2,comic
NC 3,comic
NC 4,comic
N'DELE,hero
NEBULA,hero
NEBULO,hero
NEBULON,hero
NECRODAMUS,hero
NECROMANCER/DR. STEP,hero
NECROM,hero
NEDDA,hero
NEEDLE,hero
NEFFETHESK,hero
NEIFI [INHUMAN],hero
"NEKOBAH, ROMAN",hero
NEKRA/ADRIENNE HATRO,hero
NELIT,hero
"NELSON, CANDACE",hero
"NELSON, DEBBIE HARRI",hero
"NELSON, FRANKLIN FOG",hero
NEMESIS,hero
NEOPHYTE/,hero
NEPHRI,hero
NEPTUNE [OLYMPIAN],hero
NEPTUNIUM,hero
NEREEL,hero
NESTOR,hero
NETTLES,hero
NETWORK NINA,hero
NEUROTAP/MICHELLE BA,hero
NEUT,hero
NEUTRON,hero
"NEVILLE, KATE",hero
"NEWELL, DIANE ARLISS",hero
NEW ETERNALS,comic
"NEWMARK, LOTUS",hero
NEW SUN,hero
NEW TEEN TITANS,comic
NEZARR,hero
NF3 10,comic
NF3 11,comic
NF3 12,comic
NF3 13,comic
NF3 14,comic
NF3 15,comic
NF3 16,comic
NF3 17,comic
NF3 18,comic
NF3 19,comic
NF3 1,comic
NF3 20,comic
NF3 21,comic
NF3 22,comic
NF3 23,comic
NF3 24,comic
NF3 25,comic
NF3 26,comic
NF3 27,comic
NF3 28,comic
NF3 29,comic
NF3 2,comic
NF3 30,comic
NF3 31,comic
NF3 32,comic
NF3 33,comic
NF3 34,comic
NF3 35,comic
NF3 36,comic
NF3 37/2,comic
NF3 37,comic
NF3 38,comic
NF3 39,comic
NF3 3,comic
NF3 40,comic
NF3 41,comic
NF3 42,comic
NF3 4,comic
NF3 5,comic
NF3 6,comic
NF3 7,comic
NF3 8,comic
NF3 9,comic
NFAOS 10,comic
NFAOS 11,comic
NFAOS 12,comic
NFAOS 13,comic
NFAOS 14,comic
NFAOS 15,comic
NFAOS 1,comic
NFAOS 2,comic
NFAOS 3,comic
NFAOS 4,comic
NFAOS 5,comic
NFAOS 6,comic
NFAOS 7,comic
NFAOS 8,comic
NFAOS 9,comic
NFV.S 1,comic
NFV.S 2,comic
NFV.S 3,comic
NFV.S 4,comic
NFV.S 5,comic
NFV.S 6,comic
N'GAMI,hero
N'GAMO,hero
N'GASSI,hero
NHAWK 1,comic
NHAWK 2,comic
NHAWK 3,comic
NHU'ABDAR,hero
"NICHOLS, LORNA",hero
"NICHOLS, TOM",hero
NICKEL,hero
NICODEMUS,hero
NICODEMUS II,hero
NIELS,hero
NIGHTCRAWLER 2013,hero
NIGHTCRAWLER/KURT WA,hero
NIGHTCRAWLER | MUTAN,hero
NIGHTEYES/ERIC,hero
NIGHTFIGHTER/,hero
NIGHT FLYER,hero
NIGHTHAWK III/NEAL,hero
NIGHTHAWK II/KYLE RI,hero
NIGHTHAWK/KYLE RICHM,hero
NIGHT,hero
NIGHTINGALE/,hero
NIGHTMARE/EDVARD HAB,hero
NIGHT PHANTOM II,hero
NIGHT PHANTOM/TRAVIS,hero
NIGHT RIDER,hero
NIGHT RIDER III/HAMI,hero
NIGHTSHADE/TILDA,hero
NIGHTSIDE,hero
NIGHTSTICK/,hero
NIGHT THRASHER/DUANE,hero
NIGHTWATCH/,hero
NIGHTWIND/,hero
NIKKI/NICHOLETTE GOL,hero
"NILES, SEN. CATHERIN",hero
NIMROD,hero
NIMROD III,hero
NINA,hero
NINGAL,hero
NINJA/,hero
NIRA,hero
"NITAL, DR.",hero
NITRO/ROBERT L. HUNT,hero
"NIVENA, JOANNA",hero
"NIXON, RICHARD",hero
NM 100,comic
NM 10,comic
NM 11,comic
NM 12,comic
NM 13,comic
NM 14,comic
NM 15,comic
NM 16,comic
NM 17,comic
NM 18,comic
NM 19,comic
NM 1,comic
NM 20,comic
NM 21,comic
NM 22,comic
NM 23,comic
NM 24,comic
NM 25,comic
NM 26,comic
NM 27,comic
NM 28,comic
NM 29,comic
NM 2,comic
NM 30,comic
NM 31,comic
NM 32,comic
NM 33,comic
NM 34,comic
NM 35,comic
NM 36,comic
NM 37,comic
NM 38,comic
NM 39,comic
NM 3,comic
NM 40,comic
NM 41,comic
NM 4/2,comic
NM 42,comic
NM 4/3,comic
NM 43,comic
NM 44,comic
NM 45,comic
NM 46,comic
NM 47,comic
NM 48,comic
NM 49,comic
NM 4,comic
NM 50,comic
NM 51,comic
NM 5/2,comic
NM 52,comic
NM 5/3,comic
NM 53,comic
NM 54,comic
NM 55,comic
NM 56,comic
NM 57,comic
NM 58,comic
NM 59,comic
NM 5,comic
NM 60,comic
NM 61,comic
NM 6/2,comic
NM 62,comic
NM 63,comic
NM 64,comic
NM 65,comic
NM 66,comic
NM 67,comic
NM 68,comic
NM 69,comic
NM 6,comic
NM 70,comic
NM 71,comic
NM 7/2,comic
NM 72,comic
NM 7/3,comic
NM 73,comic
NM 74,comic
NM 75,comic
NM 76,comic
NM 77,comic
NM 78,comic
NM 79,comic
NM 7,comic
NM 80,comic
NM 81,comic
NM 82,comic
NM 83,comic
NM 84,comic
NM 85,comic
NM 86,comic
NM 87,comic
NM 88,comic
NM 89,comic
NM 8,comic
NM 90,comic
NM 91,comic
NM 92,comic
NM 93,comic
NM 94,comic
NM 95,comic
NM 96,comic
NM 97,comic
NM 98,comic
NM 99,comic
NM 9,comic
NMARE 1,comic
NMARE 2,comic
NMARE 3,comic
NMARE 4,comic
NMSE 1,comic
NMSE,comic
NMSS 1,comic
NM:TD 1,comic
NM:TD 2,comic
NM:TD 3,comic
NO 10,comic
NO 11,comic
NO 12,comic
NO 13,comic
NO 14,comic
NO 15,comic
NO 16,comic
NO 17,comic
NO 18/2,comic
NO 18,comic
NO 19,comic
NO 1,comic
NO 20,comic
NO2 10,comic
NO2 11,comic
NO2 12,comic
NO2 13,comic
NO2 14,comic
NO2 15,comic
NO2 17,comic
NO2 18,comic
NO 21,comic
NO 22,comic
NO 23,comic
NO 24,comic
NO 25,comic
NO2 6,comic
NO2 7,comic
NO2 8,comic
NO2 9,comic
NO 2,comic
NO 3,comic
NO 4,comic
NO 5,comic
NO 6,comic
NO 7,comic
NO 8,comic
NO 9,comic
NOBILUS,hero
NOBLE,hero
"NOCENTI, ANN",hero
NOCTURNE/,hero
NOCTURNE II/ANGELA C,hero
NOM 1,comic
NOM2 18,comic
NOM2 1,comic
NOM2 23,comic
NOM2 24,comic
NOM2 2,comic
NOM2 3,comic
NOM2 4,comic
NOM2 5,comic
NOM2 6,comic
NOM2 7,comic
NOM2 8,comic
NOM 2,comic
NOM 3,comic
NOM 4,comic
NOMAD II/EDWARD FERB,hero
NOMAD III/JACK MONRO,hero
NOM,hero
"NORRISS, JACK",hero
"NORRISS, SISTER BARB",hero
"NORTH, DAKOTA",hero
"NORTH, RICKY",hero
NORTHSTAR DOPPELGANG,hero
NORTHSTAR/JEAN-PAUL,hero
NORTHSTAR | MUTANT X,hero
NOSFERATA/PURPLE HAY,hero
NOT BRAND ECHH 5,comic
Note: Appearances in,comic
Note: Captain Univer,comic
NOTE,hero
NOVA 0:0,hero
NOVA DOPPELGANGER,hero
NOVA DOPPELGANGER II,hero
NOVA II/FRANKIE RAYE,hero
NOVA III/FRANKIE RAY,hero
NOVA II | MUTANT X-V,hero
NOVA | MUTANT X-VERS,hero
NOVA OMEGA/GARTHAN S,hero
NOVA-PRIME,hero
NOVA/RICHARD RIDER,hero
NOX,hero
NOY,hero
NS 1,comic
NS 2,comic
NT 1,comic
NT2 11,comic
NT2 12,comic
NT2 13,comic
NT2 14,comic
NT2 15,comic
NT2 16,comic
NT2 17,comic
NT2 18,comic
NT2 19,comic
NT2 20,comic
NT 2,comic
NT 3,comic
NT 4,comic
NUADA,hero
"NUGENT, ALICE",hero
NUGENT,hero
NUKE,hero
NUKLO/ROBERT FRANK J,hero
NULLITRON,hero
NUMBER NINE,hero
NUMBER ONE FAN/PROF.,hero
NUMBERS,hero
NUNTOO,hero
NURIL,hero
NURO,hero
NUTT,hero
NUWA,hero
NW 10,comic
NW 11,comic
NW 1/2,comic
NW 12,comic
NW 1/3,comic
NW 13,comic
NW 1/4,comic
NW 14,comic
NW 1/5,comic
NW 15,comic
NW 1/6,comic
NW 16,comic
NW 1/7,comic
NW 17,comic
NW 1/8,comic
NW 18,comic
NW 19,comic
NW 1,comic
NW 20,comic
NW2 10,comic
NW 21,comic
NW2 1,comic
NW 22,comic
NW2 2,comic
NW 2/3,comic
NW 23,comic
NW2 3,comic
NW 2/4,comic
NW 24,comic
NW2 4,comic
NW 2/5,comic
NW 25,comic
NW2 5,comic
NW 2/6,comic
NW 26,comic
NW2 6,comic
NW 2/7,comic
NW 27,comic
NW2 7,comic
NW 28,comic
NW2 8,comic
NW 29,comic
NW2 9,comic
NW 2,comic
NW 30,comic
NW 36,comic
NW 39,comic
NW 3,comic
NW 42,comic
NW 47,comic
NW 48,comic
NW 49,comic
NW 4,comic
NW 50,comic
NW 51,comic
NW 52,comic
NW 53,comic
NW 54,comic
NW 55,comic
NW 56,comic
NW 57,comic
NW 58,comic
NW 59,comic
NW 5,comic
NW 60,comic
NW 61,comic
NW 62,comic
NW 63,comic
NW 64,comic
NW 65,comic
NW 66,comic
NW 67,comic
NW 68,comic
NW 69,comic
NW 6,comic
NW 70,comic
NW 71,comic
NW 72,comic
NW 73,comic
NW 74,comic
NW 75,comic
NW 7,comic
NW 8,comic
NW 9,comic
"NYLES, JENNIFER",hero
NZAGA,hero
OBLITERATOR [ELDER],hero
OBLITERATOR II,hero
OBLIVION,hero
"O'BREEN, GLORIANNA",hero
"O'BRIEN, MICHAEL",hero
"O'BRYAN, BOB",hero
OCCULT,hero
OCCULUS,hero
"O'CONNELL, TARYN",hero
"O'CONNOR, A.C. ACE",hero
"OCULUS, LT.",hero
ODDBALL/ELTON HEALEY,hero
ODIN [ASGARDIAN],hero
"O'DONNELL, EAMON",hero
O'DONNELL,hero
OE 1,comic
OE 2,comic
OE 3,comic
OE 4,comic
OE 5,comic
OE 6,comic
OE 7,comic
"OGADA, DR.",hero
OGRE,hero
OGRE II,hero
OGRESS/,hero
OGUN,hero
OGUR,hero
"O'HARA, GERALD",hero
"O'HARA, ROBERT IRONG",hero
"O'HOOLIHAN, SERGIUS",hero
OJ 1,comic
OJANI,hero
"O'KEEFE, CHANDRA",hero
OKOYE,hero
"OLAFSON, ERIC",hero
OLALLA,hero
OLAR,hero
OLD SKULL,hero
OLD WOMAN,hero
OLIVIER,hero
"OLLSEN, BO",hero
"OLSEN, JIMMY",hero
"OLSON, MRS.",hero
"O'MEARA, KATHLEEN",hero
OMEGA-20/EUGENE,hero
OMEGA,hero
OMEGA II,hero
OMEGA RED/ARKADY ROS,hero
OMERTA/,hero
OMNIBUS/LT. DALLAS,hero
OMORO,hero
O:MU,comic
ONE ABOVE ALL [CELES,hero
ONEG,hero
"O'NEIL, BRIDGET",hero
"O'NEILL, DET. BRADY",hero
ONSLAUGHT,hero
ONSLAUGHT II,hero
OPSIDIAN/,hero
ORACLE/LADY SIBYL,hero
ORB,hero
ORBIT,hero
ORIGIN/PHYLLIS TWOMB,hero
ORIKAL,hero
ORINI,hero
ORKA,hero
ORPHAN,hero
ORPHAN II/GUY SMITH,hero
ORPHAN-MAKER/PETER,hero
ORWELL,hero
OSAMA,hero
"OSBORN, EMILY",hero
"OSBORN, HARRY",hero
"OSBORN, LIZ ALLAN",hero
"OSBORN, NORMAN",hero
"OSBORN, NORMIE",hero
"O'SHAUGNESSY, COLLEE",hero
OSHIMA,hero
OSHTUR,hero
OSIRIS,hero
"OSNICK, OLLIE",hero
OSWALD,hero
OTHER,hero
OTHER II,hero
OTOMO,hero
OU 10,comic
OU 1,comic
OU 2,comic
OU 3,comic
OU 4,comic
OU 5,comic
OU 6,comic
OU 7,comic
OU 8,comic
OU 9,comic
OUBLIETTE/,hero
OUIJA/,hero
OUTLAW/NIGEL HIGGINS,hero
OUTRIDER II/MARTIN Z,hero
OUTRIDER/OCLIN UWIR,hero
OVERBOSS DIXON,hero
OVERMIND/GROM,hero
OVERRIDE/DR. GREGORY,hero
OVERRIDER/,hero
OWAYODATA,hero
OWL/LELAND OWLSLEY,hero
OXBOW/,hero
O:X,comic
OX,hero
OX II/DR. KARL STRAG,hero
OX III,hero
OX IV,hero
"OXNARD, PHIL",hero
"OXTON, PROFESSOR HEN",hero
"OZ, DR. MALACHI",hero
OZYMANDIAS,hero
"PACE, MICHAEL",hero
"PACKER, ARTIE",hero
PAGAN,hero
"PAGE, KAREN",hero
"PAIBOK, CAPT. [SKRUL",hero
PAI,hero
"PAINE, DR.",hero
PAIN,hero
PAINTER/WILHELM VON,hero
PAKAI,hero
PALADIN/PAUL DENNIS,hero
"PALERMO, HARRIET ROS",hero
"PALERMO, VICTOR",hero
"PALMIOTTI, JIMMY",hero
PAM,hero
PANDEMONIA,hero
PANTHER CUB/,hero
PAPA GRANITE,hero
PAPA HAGG,hero
PAPA NEBO,hero
PARADIGM,hero
PARADOX,hero
PARADOX II,hero
"PARADY, CAPT. RONALD",hero
PARALYZER,hero
"PARETSKY, DR. GARY",hero
"PARETTI, TONY",hero
PARIS,hero
"PARK, ARCHIE",hero
"PARKER, BEN",hero
"PARKER, HORACE",hero
"PARKER, MARY",hero
"PARKER, MARY (ROBOT)",hero
"PARKER, MAY",hero
"PARKER, MAY II",hero
"PARKER, MAY III",hero
"PARKER, MAY | TIMESL",hero
"PARKER, PETER | TIME",hero
"PARKER, RICHARD",hero
"PARKER, RICHARD (ROB",hero
"PARKS, JOE",hero
"PARKS, JUDITH",hero
"PARRISH, MAX",hero
PARSON/,hero
"PARSONS, DR. DEREK",hero
"PARTRIDGE, STEVE",hero
PAST MASTER/PROFESSO,hero
PATCH II,hero
PATCHWORK/KYLE BARKE,hero
PATHWAY/LAURA DEAN,hero
"PATILIO, MARIE",hero
"PATRICK, KERRY",hero
PATRIOT/JEFF MACE,hero
"PATTERSON, JACK",hero
"PATTON, JESS",hero
PAVANE,hero
PAVANE II,hero
PAYBACK/,hero
"PAYGE, REEVA",hero
"PAYNE, EDWARD",hero
"PAYNE, MICHAEL",hero
PB,comic
PEACEKEEPER/JOSHUA,hero
PEACEMONGER/,hero
PEARLA,hero
"PEARSON, AUBREY",hero
"PEARSON, MARCY",hero
PEATOR,hero
PECOS BILL,hero
"PEEL, EMMA",hero
PELE II,hero
PELE/MICHI SASAKI,hero
PELIALI,hero
"PELTINO, LT.",hero
PEMBROKE,hero
PENANCE III,hero
PENANCE/MONET ST. CR,hero
"PENDRAGON, ARTHUR",hero
"PENNINGTON, AUDRA",hero
PENNSU,hero
"PENNYWORTH, J.C.",hero
PENTIGAAR,hero
"PEREGRINE, LE/FRANCK",hero
"PEREZ, DET. CECILIA",hero
"PEREZ, GEORGE",hero
PERRIKUS,hero
PERSEPHONE,hero
PERSEPHONE II,hero
PERSUASION/KARA KILL,hero
PERUN,hero
PESTER,hero
PESTILENCE/CAPT. F.R,hero
PESTILENCE | MUTANT,hero
"PETERS, NIGEL",hero
"PETERS, SHANA TOC",hero
PET,hero
"PETRIE, JUDGE RICHAR",hero
"PETROVITCH, DMITRI",hero
"PETROVITCH, IVAN",hero
"PEYER, DANNY",hero
PHAE-DOR,hero
PHANTAZIA/,hero
PHANTOM EAGLE,hero
PHANTOM,hero
PHANTOM RIDER II/HAM,hero
PHARAOH KHAFRE,hero
PHARAOH RAMA-TUT,hero
PHASTOS [ETERNAL],hero
PHAT/BILLY BOB REILL,hero
PHEMOUS,hero
P,hero
"PHILIPS, PHILIP",hero
"PHILLIPS, HANDSOME H",hero
"PHILLIPS, SIR GORDON",hero
"PHIM, FATHER",hero
PHINEAS,hero
PHOBIUS,hero
PHOBOS,hero
PHOENIX 1,comic
PHOENIX 2013,hero
PHOENIX II,hero
PHOENIX III/RACHEL S,hero
PHOSPHORUS,hero
PICARO/FELIPE,hero
PICO,hero
PIECEMEAL/GILBERT BE,hero
"PIERCE, ALEXANDER GO",hero
"PIERCE, DONALD",hero
"PIERSON, FRED",hero
PIERSO [TRIONIAN],hero
PIGSKIN/,hero
"PIKE, FRISCO",hero
PILEDRIVER,hero
PILEDRIVER II/BRIAN,hero
PILGRIM,hero
PILGRIMM,hero
"PILLMAN, JIM",hero
"PINKERTON, PERCIVAL",hero
"PINKERTON, RUDY",hero
PINK PEARL/,hero
"PINKWATER, ELLA",hero
PINTA,hero
PIPELINE/CORMICK GRI,hero
PIPER,hero
PIP/PRINCE GOFERN,hero
PIRANHA,hero
PIRANHA II/,hero
PIROUETTE/JOBETH,hero
PISCES II,hero
PISCES/NOAH PERRICON,hero
PISTON/ANDREI SEMYAN,hero
PIXIE/ [ETERNAL],hero
PIXIE II/,hero
P'KAR,hero
"P'KRRD, CAPTAIN",hero
PLAGUE,hero
PLANNER,hero
PLANTMAN/SAM SMITHER,hero
PLASMA/,hero
PLASMA WRAITH,hero
PLAZM,hero
"PLEXICO, DET.",hero
PLEX INTELLIGENCE,hero
"PLUNDER, ADAM KYLE M",hero
PLUNDERER/LORD EDGAR,hero
PLUTONIUM,hero
PLUTO [OLYMPIAN],hero
PM 17,comic
PM 18,comic
PM 19,comic
P-M 1,comic
PM 1,comic
PM 20,comic
PM 21,comic
PM 22,comic
PM 23,comic
PM 24,comic
PM 25,comic
PM 26,comic
PM 27,comic
PM 28,comic
PM 29,comic
PM 30,comic
PM 31,comic
PM 32,comic
PM 33,comic
PM 34,comic
PM 35,comic
PM 37,comic
PM 38,comic
PM 39,comic
PM 40,comic
PM 41,comic
PM 42,comic
PM 43,comic
PM 44,comic
PM 45,comic
PM 46,comic
PM 47,comic
PM 48,comic
PM 49,comic
PM&andIF 100,comic
PM&andIF 102,comic
PM&andIF 105,comic
PM&andIF 108,comic
PM&andIF 111,comic
PM&andIF 56,comic
PM&andIF 58,comic
PM&andIF 59,comic
PM&andIF 60,comic
PM&andIF 63,comic
PM&andIF 66,comic
PM&andIF 67,comic
PM&andIF 71,comic
PM&andIF 73,comic
PM&andIF 76/2,comic
PM&andIF 79,comic
PM&andIF 83,comic
PM&andIF 84,comic
PM&andIF 88,comic
PM&andIF 89,comic
PM&andIF 90,comic
PM&andIF 93,comic
PM&andIF 94,comic
PM&andIF 95,comic
PM&andIF 96,comic
PM&andIF 97,comic
PM&andIF 98,comic
PM&ID 108,comic
PM&IF 100,comic
PM&IF 101,comic
PM&IF 102,comic
PM&IF 103,comic
PM&IF 104,comic
PM&IF 105,comic
PM&IF 106,comic
PM&IF 107,comic
PM&IF 108,comic
PM&IF 109,comic
PM&IF 110,comic
PM&IF 111,comic
PM&IF 112,comic
PM&IF 113,comic
PM&IF 114,comic
PM&IF 115,comic
PM&IF 116,comic
PM&IF 117,comic
PM&IF 118,comic
PM&IF 119,comic
